workflow_name,workflow_id,active,finding_ref,severity,finding,node,tool_fix_class,disposition,disposition_note
Custom Field Updater,d8869A9AxcjMZpwb,False,ERR-001,Medium,"No error handling in workflow ""Custom Field Updater""",—,Review,NEW-UNIT-RECOMMENDED,NEW-U121 (instance-wide error-handling coverage)
Document man slack,R65mb0g2itI2pX4x,True,ERR-001,Medium,"No error handling in workflow ""Document man slack""",—,Review,NEW-UNIT-RECOMMENDED,NEW-U121 (instance-wide error-handling coverage)
dummy,tQhHDTCDTSqUQBlq,False,ERR-001,Medium,"No error handling in workflow ""dummy""",—,Review,NEW-UNIT-RECOMMENDED,NEW-U121 (instance-wide error-handling coverage)
error workflow,QMNXZrNvXG0nn2U7,True,CRED-001,Medium,Hardcoded email detected,Send a message,Review,NEW-UNIT-RECOMMENDED,"NEW-U119 (instance-wide hardcoded-PII review, email/phone class)"
error workflow,QMNXZrNvXG0nn2U7,True,CRED-002,Medium,Hardcoded email detected,Send a message1,Review,NEW-UNIT-RECOMMENDED,"NEW-U119 (instance-wide hardcoded-PII review, email/phone class)"
Explore Growth - Social Media Content Generator v4 Cory and Andrea,qoAuSsAfXPDxWeNJ,False,ERR-001,Medium,"No error handling in workflow ""Explore Growth - Social Media Content Generator v4 Cory and Andrea""",—,Review,NEW-UNIT-RECOMMENDED,NEW-U121 (instance-wide error-handling coverage)
Gdrive To PineCone Template,Cwb0Ax6kS5I3fgZ9,False,ERR-001,Medium,"No error handling in workflow ""Gdrive To PineCone Template""",—,Review,NEW-UNIT-RECOMMENDED,NEW-U121 (instance-wide error-handling coverage)
Generate Video Ads with Gemini 2.5 Flash Images & FAL WAN Animation,crW2sMAoZaodwHJ4,False,WEBHOOK-001,Medium,"Unauthenticated webhook: ""Photo Upload Form""",Photo Upload Form,Auto-fix,NEW-UNIT-RECOMMENDED,NEW-U120 (instance-wide unauthenticated-webhook remediation)
Generate Video Ads with Gemini 2.5 Flash Images & FAL WAN Animation,crW2sMAoZaodwHJ4,False,ERR-001,Medium,"No error handling in workflow ""Generate Video Ads with Gemini 2.5 Flash Images & FAL WAN Animation""",—,Review,NEW-UNIT-RECOMMENDED,NEW-U121 (instance-wide error-handling coverage)
Get Appointment Slots - Black CEO (Template),khjgAqCUwyimk60Z,False,WEBHOOK-001,Medium,"Unauthenticated webhook: ""Webhook""",Webhook,Auto-fix,NEW-UNIT-RECOMMENDED,NEW-U120 (instance-wide unauthenticated-webhook remediation)
GHL Agent,yUT4FNIFRGN85qlY,False,ERR-001,Medium,"No error handling in workflow ""GHL Agent""",—,Review,NEW-UNIT-RECOMMENDED,NEW-U121 (instance-wide error-handling coverage)
GHL API Test V5,mWOm62CCW0XmnOVo,True,CRED-001,Medium,Hardcoded email detected,1. Validate User,Review,NEW-UNIT-RECOMMENDED,"NEW-U119 (instance-wide hardcoded-PII review, email/phone class)"
GHL API Test V5,mWOm62CCW0XmnOVo,True,ERR-001,Medium,"No error handling in workflow ""GHL API Test V5""",—,Review,NEW-UNIT-RECOMMENDED,NEW-U121 (instance-wide error-handling coverage)
Google Doc HTML Render,iKcW1lRxZEv2tJbc,False,ERR-001,Medium,"No error handling in workflow ""Google Doc HTML Render""",—,Review,NEW-UNIT-RECOMMENDED,NEW-U121 (instance-wide error-handling coverage)
grok video,mWUtV3kSQNms1huR,False,WEBHOOK-001,Medium,"Unauthenticated webhook: ""form""",form,Auto-fix,NEW-UNIT-RECOMMENDED,NEW-U120 (instance-wide unauthenticated-webhook remediation)
grok video,mWUtV3kSQNms1huR,False,ERR-001,Medium,"No error handling in workflow ""grok video""",—,Review,NEW-UNIT-RECOMMENDED,NEW-U121 (instance-wide error-handling coverage)
How to Generate UGC ads with Nano banana (The AI Edge),h5ez06NuEl70j4AM,False,WEBHOOK-001,Medium,"Unauthenticated webhook: ""T2I Trigger""",T2I Trigger,Auto-fix,NEW-UNIT-RECOMMENDED,NEW-U120 (instance-wide unauthenticated-webhook remediation)
How to Generate UGC ads with Nano banana (The AI Edge),h5ez06NuEl70j4AM,False,WEBHOOK-002,Medium,"Unauthenticated webhook: ""I2V Trigger""",I2V Trigger,Auto-fix,NEW-UNIT-RECOMMENDED,NEW-U120 (instance-wide unauthenticated-webhook remediation)
How to Generate UGC ads with Nano banana (The AI Edge),h5ez06NuEl70j4AM,False,WEBHOOK-003,Medium,"Unauthenticated webhook: ""I2I Trigger""",I2I Trigger,Auto-fix,NEW-UNIT-RECOMMENDED,NEW-U120 (instance-wide unauthenticated-webhook remediation)
How to Generate UGC ads with Nano banana (The AI Edge),h5ez06NuEl70j4AM,False,ERR-001,Medium,"No error handling in workflow ""How to Generate UGC ads with Nano banana (The AI Edge)""",—,Review,NEW-UNIT-RECOMMENDED,NEW-U121 (instance-wide error-handling coverage)
Ideogram Test,g41PQXAZmPzwKnEq,False,CRED-001,Medium,Hardcoded phone detected,HTTP Request7,Review,NEW-UNIT-RECOMMENDED,"NEW-U119 (instance-wide hardcoded-PII review, email/phone class)"
Ideogram Test,g41PQXAZmPzwKnEq,False,ERR-001,Medium,"No error handling in workflow ""Ideogram Test""",—,Review,NEW-UNIT-RECOMMENDED,NEW-U121 (instance-wide error-handling coverage)
Image Man 3 Webhook version backup,j71qEtQcBjj9zNdc,False,WEBHOOK-001,Medium,"Unauthenticated webhook: ""Webhook""",Webhook,Auto-fix,NEW-UNIT-RECOMMENDED,NEW-U120 (instance-wide unauthenticated-webhook remediation)
Image Man 3 Webhook version backup,j71qEtQcBjj9zNdc,False,ERR-001,Medium,"No error handling in workflow ""Image Man 3 Webhook version backup""",—,Review,NEW-UNIT-RECOMMENDED,NEW-U121 (instance-wide error-handling coverage)
Image Quiz Builder - Complete v39,XdhU1YDmhKBU0ebGeYASZ,False,CRED-001,Medium,Hardcoded email detected,Form Trigger - Image Quiz Intake,Review,NEW-UNIT-RECOMMENDED,"NEW-U119 (instance-wide hardcoded-PII review, email/phone class)"
Image Quiz Builder - Complete v39,XdhU1YDmhKBU0ebGeYASZ,False,WEBHOOK-001,Medium,"Unauthenticated webhook: ""Form Trigger - Image Quiz Intake""",Form Trigger - Image Quiz Intake,Auto-fix,NEW-UNIT-RECOMMENDED,NEW-U120 (instance-wide unauthenticated-webhook remediation)
Image Quiz Builder - Complete v39,XdhU1YDmhKBU0ebGeYASZ,False,ERR-001,Medium,"No error handling in workflow ""Image Quiz Builder - Complete v39""",—,Review,NEW-UNIT-RECOMMENDED,NEW-U121 (instance-wide error-handling coverage)
Imageman 3 slack verion,2qx8eMXeb2gvgsv1,True,ERR-001,Medium,"No error handling in workflow ""Imageman 3 slack verion""",—,Review,NEW-UNIT-RECOMMENDED,NEW-U121 (instance-wide error-handling coverage)
ImageMan Agent BR copy (attempt 2 fix errors) by trevor,Nmzrz6gpPpT7XyPi,False,WEBHOOK-001,Medium,"Unauthenticated webhook: ""Webhook""",Webhook,Auto-fix,NEW-UNIT-RECOMMENDED,NEW-U120 (instance-wide unauthenticated-webhook remediation)
Joke bot. Joke agent,qQfkNGweT5dSNbBz,False,CRED-001,Medium,Hardcoded email detected,AI Agent1,Review,NEW-UNIT-RECOMMENDED,"NEW-U119 (instance-wide hardcoded-PII review, email/phone class)"
Joke bot. Joke agent,qQfkNGweT5dSNbBz,False,ERR-001,Medium,"No error handling in workflow ""Joke bot. Joke agent""",—,Review,NEW-UNIT-RECOMMENDED,NEW-U121 (instance-wide error-handling coverage)
Joke bot. Joke agent,qQfkNGweT5dSNbBz,False,RETENTION-001,Low,"Excessive data retention in workflow ""Joke bot. Joke agent""",—,User action,NEW-UNIT-RECOMMENDED,NEW-U122 (instance-wide execution-data-retention configuration)
lead magnet generator,BPLmsKak4tzssX7Y,False,ERR-001,Medium,"No error handling in workflow ""lead magnet generator""",—,Review,NEW-UNIT-RECOMMENDED,NEW-U121 (instance-wide error-handling coverage)
leanne pine cone,Ly9324XxbrkTwQ5D,False,ERR-001,Medium,"No error handling in workflow ""leanne pine cone""",—,Review,NEW-UNIT-RECOMMENDED,NEW-U121 (instance-wide error-handling coverage)
main image workflow,hMOLVmSnCperst59,False,WEBHOOK-001,Medium,"Unauthenticated webhook: ""Get Request""",Get Request,Auto-fix,NEW-UNIT-RECOMMENDED,NEW-U120 (instance-wide unauthenticated-webhook remediation)
main image workflow,hMOLVmSnCperst59,False,ERR-001,Medium,"No error handling in workflow ""main image workflow""",—,Review,NEW-UNIT-RECOMMENDED,NEW-U121 (instance-wide error-handling coverage)
mark1,72X9nBwGkPO8TDdM,False,ERR-001,Medium,"No error handling in workflow ""mark1""",—,Review,NEW-UNIT-RECOMMENDED,NEW-U121 (instance-wide error-handling coverage)
MCP Test,pe33WIv59XZoSmhM,False,ERR-001,Medium,"No error handling in workflow ""MCP Test""",—,Review,NEW-UNIT-RECOMMENDED,NEW-U121 (instance-wide error-handling coverage)
merge small video clips into one longer video (FFMPEG),rlpeWhj7KQTI7h08,False,WEBHOOK-001,Medium,"Unauthenticated webhook: ""On form submission""",On form submission,Auto-fix,NEW-UNIT-RECOMMENDED,NEW-U120 (instance-wide unauthenticated-webhook remediation)
merge small video clips into one longer video (FFMPEG),rlpeWhj7KQTI7h08,False,ERR-001,Medium,"No error handling in workflow ""merge small video clips into one longer video (FFMPEG)""",—,Review,NEW-UNIT-RECOMMENDED,NEW-U121 (instance-wide error-handling coverage)
Midjourney Image Creator,O6MvuR8K5PuTlvjS,False,WEBHOOK-001,Medium,"Unauthenticated webhook: ""On form submission""",On form submission,Auto-fix,NEW-UNIT-RECOMMENDED,NEW-U120 (instance-wide unauthenticated-webhook remediation)
Midjourney Image Creator,O6MvuR8K5PuTlvjS,False,ERR-001,Medium,"No error handling in workflow ""Midjourney Image Creator""",—,Review,NEW-UNIT-RECOMMENDED,NEW-U121 (instance-wide error-handling coverage)
Midjourney Image Creator copy,XyszlONKNKiVlmk1,False,WEBHOOK-001,Medium,"Unauthenticated webhook: ""On form submission""",On form submission,Auto-fix,NEW-UNIT-RECOMMENDED,NEW-U120 (instance-wide unauthenticated-webhook remediation)
Midjourney Image Creator copy,XyszlONKNKiVlmk1,False,ERR-001,Medium,"No error handling in workflow ""Midjourney Image Creator copy""",—,Review,NEW-UNIT-RECOMMENDED,NEW-U121 (instance-wide error-handling coverage)
midjourney Part 2 subworkflow image creator,0qtaTpe86MtOeThT,True,ERR-001,Medium,"No error handling in workflow ""midjourney Part 2 subworkflow image creator""",—,Review,NEW-UNIT-RECOMMENDED,NEW-U121 (instance-wide error-handling coverage)
Movie creator  New,G7nekONkjmTReVJn,False,ERR-001,Medium,"No error handling in workflow ""Movie creator  New""",—,Review,NEW-UNIT-RECOMMENDED,NEW-U121 (instance-wide error-handling coverage)
Movie creator  ver 2,gHSxfCB2lT2fjL7D,False,ERR-001,Medium,"No error handling in workflow ""Movie creator  ver 2""",—,Review,NEW-UNIT-RECOMMENDED,NEW-U121 (instance-wide error-handling coverage)
Movie creator  ver 3 copy,7hw3ZQv2CQVGPYPA,False,ERR-001,Medium,"No error handling in workflow ""Movie creator  ver 3 copy""",—,Review,NEW-UNIT-RECOMMENDED,NEW-U121 (instance-wide error-handling coverage)
My workflow 11,cuFd6pGDG2ydhuxe,False,ERR-001,Medium,"No error handling in workflow ""My workflow 11""",—,Review,NEW-UNIT-RECOMMENDED,NEW-U121 (instance-wide error-handling coverage)
My workflow 12,CWtTZWWO35CD1QTZ,False,ERR-001,Medium,"No error handling in workflow ""My workflow 12""",—,Review,NEW-UNIT-RECOMMENDED,NEW-U121 (instance-wide error-handling coverage)
My workflow 15,uIG6mJGw02XNEvNE,False,ERR-001,Medium,"No error handling in workflow ""My workflow 15""",—,Review,NEW-UNIT-RECOMMENDED,NEW-U121 (instance-wide error-handling coverage)
My workflow 17,ou0646kpFxFteUdc,False,CRED-001,Medium,Hardcoded phone detected,Analyze image,Review,NEW-UNIT-RECOMMENDED,"NEW-U119 (instance-wide hardcoded-PII review, email/phone class)"
My workflow 18,Xcfk6LqgkL2tOqOH,False,WEBHOOK-001,Medium,"Unauthenticated webhook: ""Webhook""",Webhook,Auto-fix,NEW-UNIT-RECOMMENDED,NEW-U120 (instance-wide unauthenticated-webhook remediation)
My workflow 18,Xcfk6LqgkL2tOqOH,False,ERR-001,Medium,"No error handling in workflow ""My workflow 18""",—,Review,NEW-UNIT-RECOMMENDED,NEW-U121 (instance-wide error-handling coverage)
My workflow 20,sIn72YZECmtRz1Zz,True,ERR-001,Medium,"No error handling in workflow ""My workflow 20""",—,Review,NEW-UNIT-RECOMMENDED,NEW-U121 (instance-wide error-handling coverage)
My workflow 21,rdE69uffMSO5ggXF,False,ERR-001,Medium,"No error handling in workflow ""My workflow 21""",—,Review,NEW-UNIT-RECOMMENDED,NEW-U121 (instance-wide error-handling coverage)
My workflow 22,Del5d7Rm8jWAhJsR,False,CRED-001,Medium,Hardcoded email detected,Send a message,Review,NEW-UNIT-RECOMMENDED,"NEW-U119 (instance-wide hardcoded-PII review, email/phone class)"
My workflow 22,Del5d7Rm8jWAhJsR,False,ERR-001,Medium,"No error handling in workflow ""My workflow 22""",—,Review,NEW-UNIT-RECOMMENDED,NEW-U121 (instance-wide error-handling coverage)
My workflow 24,cWBRtKI4WxQ5DlxI,False,ERR-001,Medium,"No error handling in workflow ""My workflow 24""",—,Review,NEW-UNIT-RECOMMENDED,NEW-U121 (instance-wide error-handling coverage)
My workflow 25,codHgrgzi51SyXH4,False,WEBHOOK-001,Medium,"Unauthenticated webhook: ""On form submission""",On form submission,Auto-fix,NEW-UNIT-RECOMMENDED,NEW-U120 (instance-wide unauthenticated-webhook remediation)
My workflow 26,PEpwKjH7dpe47vI2,False,ERR-001,Medium,"No error handling in workflow ""My workflow 26""",—,Review,NEW-UNIT-RECOMMENDED,NEW-U121 (instance-wide error-handling coverage)
My workflow 27,1566VP5HDszafvn-HTZS8,False,ERR-001,Medium,"No error handling in workflow ""My workflow 27""",—,Review,NEW-UNIT-RECOMMENDED,NEW-U121 (instance-wide error-handling coverage)
My workflow 5,bZczGYdcfdk6qctZ,False,ERR-001,Medium,"No error handling in workflow ""My workflow 5""",—,Review,NEW-UNIT-RECOMMENDED,NEW-U121 (instance-wide error-handling coverage)
My workflow 8,Xiju5WvZslJjzkr3,False,ERR-001,Medium,"No error handling in workflow ""My workflow 8""",—,Review,NEW-UNIT-RECOMMENDED,NEW-U121 (instance-wide error-handling coverage)
My workflow 9,ofyqM1AEJGG9b9vl,True,ERR-001,Medium,"No error handling in workflow ""My workflow 9""",—,Review,NEW-UNIT-RECOMMENDED,NEW-U121 (instance-wide error-handling coverage)
N8n Backup Program,3pavvSks7wjdNEER,False,ERR-001,Medium,"No error handling in workflow ""N8n Backup Program""",—,Review,NEW-UNIT-RECOMMENDED,NEW-U121 (instance-wide error-handling coverage)
n8n library updater V14 - Custom Chunk Iterator,TGfLV5CUluvPzV45,False,ERR-001,Medium,"No error handling in workflow ""n8n library updater V14 - Custom Chunk Iterator""",—,Review,NEW-UNIT-RECOMMENDED,NEW-U121 (instance-wide error-handling coverage)
old version prompt creator  dec14   2025,1fiJ4yGTsLdxn16f,False,CRED-001,Medium,Hardcoded email detected,Prompt Request Form,Review,NEW-UNIT-RECOMMENDED,"NEW-U119 (instance-wide hardcoded-PII review, email/phone class)"
old version prompt creator  dec14   2025,1fiJ4yGTsLdxn16f,False,CRED-002,Medium,Hardcoded email detected,Send Prompts Email,Review,NEW-UNIT-RECOMMENDED,"NEW-U119 (instance-wide hardcoded-PII review, email/phone class)"
old version prompt creator  dec14   2025,1fiJ4yGTsLdxn16f,False,WEBHOOK-001,Medium,"Unauthenticated webhook: ""Prompt Request Form""",Prompt Request Form,Auto-fix,NEW-UNIT-RECOMMENDED,NEW-U120 (instance-wide unauthenticated-webhook remediation)
old version prompt creator  dec14   2025,1fiJ4yGTsLdxn16f,False,ERR-001,Medium,"No error handling in workflow ""old version prompt creator  dec14   2025""",—,Review,NEW-UNIT-RECOMMENDED,NEW-U121 (instance-wide error-handling coverage)
OpenRouter HTTP template,v8LT0AHDTn0xCJFX,False,ERR-001,Medium,"No error handling in workflow ""OpenRouter HTTP template""",—,Review,NEW-UNIT-RECOMMENDED,NEW-U121 (instance-wide error-handling coverage)
OUTDATED midjourney Part 2 subworkflow image creator,Ev44c9vyiFSyW8eX,True,ERR-001,Medium,"No error handling in workflow ""OUTDATED midjourney Part 2 subworkflow image creator""",—,Review,NEW-UNIT-RECOMMENDED,NEW-U121 (instance-wide error-handling coverage)
Page Mockup Generator v1,RTnr2qvnIeiQIybv,False,CRED-001,Medium,Hardcoded email detected,Form Trigger,Review,NEW-UNIT-RECOMMENDED,"NEW-U119 (instance-wide hardcoded-PII review, email/phone class)"
Page Mockup Generator v1,RTnr2qvnIeiQIybv,False,WEBHOOK-001,Medium,"Unauthenticated webhook: ""Form Trigger""",Form Trigger,Auto-fix,NEW-UNIT-RECOMMENDED,NEW-U120 (instance-wide unauthenticated-webhook remediation)
Page Mockup Generator v1,RTnr2qvnIeiQIybv,False,ERR-001,Medium,"No error handling in workflow ""Page Mockup Generator v1""",—,Review,NEW-UNIT-RECOMMENDED,NEW-U121 (instance-wide error-handling coverage)
Part 2 Kie.ai VEO3 fast image to video subworkflow,Ucj8YNTBPbE9iJTH,True,ERR-001,Medium,"No error handling in workflow ""Part 2 Kie.ai VEO3 fast image to video subworkflow""",—,Review,NEW-UNIT-RECOMMENDED,NEW-U121 (instance-wide error-handling coverage)
Part 3 Fal.ai ffmpeg merge videos,Ii2R8R06ZHxg2JaZ,True,ERR-001,Medium,"No error handling in workflow ""Part 3 Fal.ai ffmpeg merge videos""",—,Review,NEW-UNIT-RECOMMENDED,NEW-U121 (instance-wide error-handling coverage)
Part 4 - Google Slides Creator,8I3G8pU9oz62KYME,True,ERR-001,Medium,"No error handling in workflow ""Part 4 - Google Slides Creator""",—,Review,NEW-UNIT-RECOMMENDED,NEW-U121 (instance-wide error-handling coverage)
Part 5 - Timeout Watcher,tLGKFFIu2liA65Fu,True,ERR-001,Medium,"No error handling in workflow ""Part 5 - Timeout Watcher""",—,Review,NEW-UNIT-RECOMMENDED,NEW-U121 (instance-wide error-handling coverage)
Part 6 - Weekly Cleanup,5yGydhzBsupnTJcn,True,ERR-001,Medium,"No error handling in workflow ""Part 6 - Weekly Cleanup""",—,Review,NEW-UNIT-RECOMMENDED,NEW-U121 (instance-wide error-handling coverage)
Path B - Safe Bulk SMS via GHL (TEMPLATE),7A1k5hCA3MmKnwm8,False,WEBHOOK-001,Medium,"Unauthenticated webhook: ""Webhook - Campaign Request""",Webhook - Campaign Request,Auto-fix,NEW-UNIT-RECOMMENDED,NEW-U120 (instance-wide unauthenticated-webhook remediation)
Path B - Safe Bulk SMS via GHL (TEMPLATE),7A1k5hCA3MmKnwm8,False,ERR-001,Medium,"No error handling in workflow ""Path B - Safe Bulk SMS via GHL (TEMPLATE)""",—,Review,NEW-UNIT-RECOMMENDED,NEW-U121 (instance-wide error-handling coverage)
PiAPI Image Gen.,QOxUM4qs8SXPe0bP,False,ERR-001,Medium,"No error handling in workflow ""PiAPI Image Gen.""",—,Review,NEW-UNIT-RECOMMENDED,NEW-U121 (instance-wide error-handling coverage)
Pinecone Part 1 New Files Processor,fs4mQTkcNA5yxY7u,False,ERR-001,Medium,"No error handling in workflow ""Pinecone Part 1 New Files Processor""",—,Review,NEW-UNIT-RECOMMENDED,NEW-U121 (instance-wide error-handling coverage)
Pinned Webhook Sales Page Creator,L72LuKYAqsHD7qSR,False,WEBHOOK-001,Medium,"Unauthenticated webhook: ""GHL Trigger""",GHL Trigger,Auto-fix,NEW-UNIT-RECOMMENDED,NEW-U120 (instance-wide unauthenticated-webhook remediation)
Podbean - GET CLIENT CHANNEL ID,BqRLOn8TP1wPaAzn,False,ERR-001,Medium,"No error handling in workflow ""Podbean - GET CLIENT CHANNEL ID""",—,Review,EXCLUDED,Permanently closed by Trevor's ratified decision (never re-raised); excluded from this audit's finding count per standing instruction.
Presentation and ad man,KNl4C9NEy6PYoBuB,True,ERR-001,Medium,"No error handling in workflow ""Presentation and ad man""",—,Review,NEW-UNIT-RECOMMENDED,NEW-U121 (instance-wide error-handling coverage)
Retell AI,3o7pvNypvlEFFEaG,False,CRED-001,Medium,Hardcoded email detected,HTTP Request,Review,NEW-UNIT-RECOMMENDED,"NEW-U119 (instance-wide hardcoded-PII review, email/phone class)"
Retell AI,3o7pvNypvlEFFEaG,False,CRED-002,Medium,Hardcoded phone detected,HTTP Request,Review,NEW-UNIT-RECOMMENDED,"NEW-U119 (instance-wide hardcoded-PII review, email/phone class)"
[CLIENT] Social Media in a Box,RYBmX3frEBRDHdy5,False,ERR-001,Medium,"No error handling in workflow ""[CLIENT] Social Media in a Box""",—,Review,NEW-UNIT-RECOMMENDED,NEW-U121 (instance-wide error-handling coverage)
Send Remaining Christmas Emails,7xbitHJ8STaTTdVq,False,ERR-001,Medium,"No error handling in workflow ""Send Remaining Christmas Emails""",—,Review,NEW-UNIT-RECOMMENDED,NEW-U121 (instance-wide error-handling coverage)
[CLIENT] Social Media in a Box [CLIENT],SEX9M1dL1D9eZYo4,False,ERR-001,Medium,"No error handling in workflow ""[CLIENT] Social Media in a Box [CLIENT]""",—,Review,NEW-UNIT-RECOMMENDED,NEW-U121 (instance-wide error-handling coverage)
Single Page STEP 00 Sales Page Writer Main,wmb53gbRt7bAb93Y,False,CRED-001,Medium,Hardcoded phone detected,ImgBB Upload1,Review,NEW-UNIT-RECOMMENDED,"NEW-U119 (instance-wide hardcoded-PII review, email/phone class)"
Single Page STEP 00 Sales Page Writer Main,wmb53gbRt7bAb93Y,False,WEBHOOK-001,Medium,"Unauthenticated webhook: ""GHL Trigger2""",GHL Trigger2,Auto-fix,NEW-UNIT-RECOMMENDED,NEW-U120 (instance-wide unauthenticated-webhook remediation)
Slack ID Sync Updater,UXtDy9hpsHLfb6xq,False,ERR-001,Medium,"No error handling in workflow ""Slack ID Sync Updater""",—,Review,NEW-UNIT-RECOMMENDED,NEW-U121 (instance-wide error-handling coverage)
slackbot byclaude code doc updater,NkDmD8oE3xCL6MUv,False,ERR-001,Medium,"No error handling in workflow ""slackbot byclaude code doc updater""",—,Review,NEW-UNIT-RECOMMENDED,NEW-U121 (instance-wide error-handling coverage)
slide Image Creator Part 3,wb2OhPgDdvFe8BV2,True,ERR-001,Medium,"No error handling in workflow ""slide Image Creator Part 3""",—,Review,NEW-UNIT-RECOMMENDED,NEW-U121 (instance-wide error-handling coverage)
Social media in a box part 3 Content Writer,w6w48NI48EkcdPg2,True,ERR-001,Medium,"No error handling in workflow ""Social media in a box part 3 Content Writer""",—,Review,NEW-UNIT-RECOMMENDED,NEW-U121 (instance-wide error-handling coverage)
Social media in a box part 5 fb/ig carousel creator,PnCHOzl1eQdReMIe,True,ERR-001,Medium,"No error handling in workflow ""Social media in a box part 5 fb/ig carousel creator""",—,Review,NEW-UNIT-RECOMMENDED,NEW-U121 (instance-wide error-handling coverage)
Social media in a box part 6: Carousel Image Creator,JKK3wVqurjlBK0tt,True,ERR-001,Medium,"No error handling in workflow ""Social media in a box part 6: Carousel Image Creator""",—,Review,NEW-UNIT-RECOMMENDED,NEW-U121 (instance-wide error-handling coverage)
Social media in a box part 7: LinkedIn Carousel,beu3SatkuetT1di2,True,ERR-001,Medium,"No error handling in workflow ""Social media in a box part 7: LinkedIn Carousel""",—,Review,NEW-UNIT-RECOMMENDED,NEW-U121 (instance-wide error-handling coverage)
Social Media In A Box Part 9: podcast Image Creator,UJkGg13KsY4ZwLfh,True,ERR-001,Medium,"No error handling in workflow ""Social Media In A Box Part 9: podcast Image Creator""",—,Review,NEW-UNIT-RECOMMENDED,NEW-U121 (instance-wide error-handling coverage)
Social media in a box. Agency version. Template - FIXED v3,1w3pPmH3QzVQ0rfa,False,ERR-001,Medium,"No error handling in workflow ""Social media in a box. Agency version. Template - FIXED v3""",—,Review,NEW-UNIT-RECOMMENDED,NEW-U121 (instance-wide error-handling coverage)
sora 15 sec version and 25 sec video chainer,TZvWkuxt2Bn8C3mL,False,ERR-001,Medium,"No error handling in workflow ""sora 15 sec version and 25 sec video chainer""",—,Review,NEW-UNIT-RECOMMENDED,NEW-U121 (instance-wide error-handling coverage)
sora video creator,csq7nQq0qZGdT1mb,False,ERR-001,Medium,"No error handling in workflow ""sora video creator""",—,Review,NEW-UNIT-RECOMMENDED,NEW-U121 (instance-wide error-handling coverage)
sora video creator class version,jHMYxzzoW5sMrx8C,False,WEBHOOK-001,Medium,"Unauthenticated webhook: ""Webhook""",Webhook,Auto-fix,NEW-UNIT-RECOMMENDED,NEW-U120 (instance-wide unauthenticated-webhook remediation)
sora video creator class version,jHMYxzzoW5sMrx8C,False,WEBHOOK-002,Medium,"Unauthenticated webhook: ""C&F Webhook for Video Submission1""",C&F Webhook for Video Submission1,Auto-fix,NEW-UNIT-RECOMMENDED,NEW-U120 (instance-wide unauthenticated-webhook remediation)
sora video creator class version,jHMYxzzoW5sMrx8C,False,WEBHOOK-003,Medium,"Unauthenticated webhook: ""Webhook1""",Webhook1,Auto-fix,NEW-UNIT-RECOMMENDED,NEW-U120 (instance-wide unauthenticated-webhook remediation)
sora video creator class version,jHMYxzzoW5sMrx8C,False,WEBHOOK-004,Medium,"Unauthenticated webhook: ""On form submission""",On form submission,Auto-fix,NEW-UNIT-RECOMMENDED,NEW-U120 (instance-wide unauthenticated-webhook remediation)
[CLIENT] VoiceAi Pt 3,KT0LNuY2lC6dwqmy,False,WEBHOOK-001,Medium,"Unauthenticated webhook: ""Webhook""",Webhook,Auto-fix,NEW-UNIT-RECOMMENDED,NEW-U120 (instance-wide unauthenticated-webhook remediation)
[CLIENT] VoiceAi Pt 3,KT0LNuY2lC6dwqmy,False,ERR-001,Medium,"No error handling in workflow ""[CLIENT] VoiceAi Pt 3""",—,Review,NEW-UNIT-RECOMMENDED,NEW-U121 (instance-wide error-handling coverage)
STEP 02 High Ticket Images APIFRAME,qXtT00ktXlfrvtrs,False,WEBHOOK-001,Medium,"Unauthenticated webhook: ""Webhook1""",Webhook1,Auto-fix,NEW-UNIT-RECOMMENDED,NEW-U120 (instance-wide unauthenticated-webhook remediation)
STEP 02 High Ticket Images PiAPI,baWn3i6GVfNAycUz,False,WEBHOOK-001,Medium,"Unauthenticated webhook: ""Webhook1""",Webhook1,Auto-fix,NEW-UNIT-RECOMMENDED,NEW-U120 (instance-wide unauthenticated-webhook remediation)
STEP 03C Branch High Ticket C,rJHCYKbHizJUQ8Jg,False,WEBHOOK-001,Medium,"Unauthenticated webhook: ""Webhook""",Webhook,Auto-fix,NEW-UNIT-RECOMMENDED,NEW-U120 (instance-wide unauthenticated-webhook remediation)
STEP 03C Branch High Ticket C,rJHCYKbHizJUQ8Jg,False,ERR-001,Medium,"No error handling in workflow ""STEP 03C Branch High Ticket C""",—,Review,NEW-UNIT-RECOMMENDED,NEW-U121 (instance-wide error-handling coverage)
[CLIENT] Book Rewriter,XbqMuPB6g547Uwmj,False,ERR-001,Medium,"No error handling in workflow ""[CLIENT] Book Rewriter""",—,Review,NEW-UNIT-RECOMMENDED,NEW-U121 (instance-wide error-handling coverage)
STUFF IM TESTING,IMuMSGWhtdPU1I7J,False,CRED-001,Medium,Hardcoded email detected,Set Email,Review,NEW-UNIT-RECOMMENDED,"NEW-U119 (instance-wide hardcoded-PII review, email/phone class)"
STUFF IM TESTING,IMuMSGWhtdPU1I7J,False,CRED-002,Medium,Hardcoded email detected,Google Workspace Agent,Review,NEW-UNIT-RECOMMENDED,"NEW-U119 (instance-wide hardcoded-PII review, email/phone class)"
